state,district,lat,lng
Chhattisgarh,Kanker,20.2692747,81.4932111
Chhattisgarh,Kondagaon,19.5885769,81.6628742
Chhattisgarh,Korba,22.5198217,82.6350029
Chhattisgarh,Koriya,23.476254,82.4776374
Chhattisgarh,Mahasamund,21.1922846,82.4890263
Chhattisgarh,Mungeli,22.0661098,81.6874282
Chhattisgarh,Narayanpur,19.5842032,81.1136986
Chhattisgarh,Raigarh,22.2361795,83.3529534
Chhattisgarh,Raipur,21.2380912,81.6336993
Chhattisgarh,Rajnandgaon,21.0684425,80.7970779
Chhattisgarh,Surguja,22.9470108,83.1656868
Chhattisgarh,Sukma,18.2665423,81.2925234
Chhattisgarh,Surajpur,23.3577769,82.9761277
D&N Haveli,Dadra and Nagar Haveli,20.2733946,73.0044983
Daman & Diu,Daman,20.4169701,72.833173
Daman & Diu,Diu,20.7260366,70.9843583
Delhi Ut,Central,22.5724857,88.3587427
Delhi Ut,East,12.8504319,77.6601401
Delhi Ut,New Delhi,28.6138954,77.2090057
Delhi Ut,North,10.5276682,79.5078054
Delhi Ut,North-East,26.1144181,91.8053225
Delhi Ut,North-West,13.0222347,77.5671832
Delhi Ut,Outer,28.7603404,77.0362476
Delhi Ut,South,28.4992605,77.1743624
Delhi Ut,South-East,28.5591636,77.2402846
Delhi Ut,South-West,5.3116321,100.2656047
Delhi Ut,West,28.6409705,77.0949778
Goa,C. I. D.,15.3004543,74.0855134
Goa,North Goa,15.6038925,73.9967006
Goa,South Goa,15.3376121,73.9937035
Gujarat,Ahmedabad City,23.0215374,72.5800568
Gujarat,Ahmedabad Rural,22.5809103,72.9784557
Gujarat,Amreli,21.4176122,71.249609
Gujarat,Anand,22.4739858,72.7361779
Gujarat,Aravalli,23.4843216,73.3986096
Gujarat,Banaskantha,24.2693869,72.5367513
Gujarat,Bharuch,21.7080427,72.9956936
Gujarat,Bhavnagar,21.7718836,72.1416449
Gujarat,Botad,22.0467097,71.6689617
Gujarat,Chhota Udaipur,22.2224345,73.7778749
Gujarat,Dahod,22.9194099,74.1342725
Gujarat,Dang,20.7881718,73.7092033
Gujarat,Devbhumi Dwarka,22.2473679,68.9682073
Gujarat,Gandhinagar,23.2232877,72.6492267
Gujarat,Gir Somnath,20.9298181,70.7627578
Gujarat,Jamnagar,22.4732415,70.0552102
Gujarat,Junagadh,21.5220416,70.4582458
Gujarat,Kheda,22.8532503,72.9953586
Gujarat,Mahisagar,23.1912194,73.6644398
Gujarat,Mehsana,23.6012628,72.3741516
Gujarat,Morbi,22.8003959,70.886232
Gujarat,Narmada,21.7392624,73.6262458
Gujarat,Navsari,20.952407,72.9323831
Gujarat,Panchmahal,22.6978099,73.5980682
Gujarat,Patan,23.773753,71.6798581
Gujarat,Porbandar,21.6505229,69.6565371
Gujarat,Rajkot City,22.3053263,70.8028377
Gujarat,Sabarkantha,23.8688505,73.013784
Gujarat,Surat City,21.2094892,72.8317058
Gujarat,Surat Rural,22.296681,73.2535718
Gujarat,Surendranagar,22.8251395,71.6209736
Gujarat,Tapi,21.1916567,73.5560631
Gujarat,Vadodara City,22.2973142,73.1942567
Gujarat,Vadodara Rural,22.2367253,73.1802481
Gujarat,Valsad,20.4321957,73.1409893
Haryana,Ambala (Urban),12.9186803,77.5482356
Haryana,Bhiwani,28.7931703,76.1391283
Haryana,Faridabad,28.4031478,77.3105561
Haryana,Fatehabad,29.5359209,75.5752901
Haryana,Gurgaon,28.4646148,77.0299194
Haryana,Hissar,29.839171,76.4373052
Haryana,Jhajjar,28.5964461,76.6505366
Haryana,Jind,29.3152073,76.314082
Haryana,Kaithal,29.7996588,76.3989903
Haryana,Karnal,29.7255766,76.9106924
Haryana,Kurukshetra,29.9693747,76.8482787
Haryana,Mahendergarh,28.2726226,76.1493925
Haryana,Mewat,27.9935177,77.0419634
Haryana,Palwal,28.0599426,77.3223422
Haryana,Panchkula,30.6975401,76.8551066
Haryana,Panipat,29.3912753,76.9771675
Haryana,Rewari,28.1956468,76.6165179
Haryana,Rohtak,28.9010899,76.5801935
Haryana,Sirsa,29.6063041,74.9036568
Haryana,Sonipat,28.9953758,77.0233627
Haryana,Yamunanagar,30.1231349,77.286329
Himachal Pradesh,Baddi,30.9763026,76.7674001
Himachal Pradesh,Bilaspur,31.3380959,76.7611631
Himachal Pradesh,C. I. D.,31.9292352,77.1828462
Himachal Pradesh,Chamba,32.6923316,76.1631552
Himachal Pradesh,Hamirpur,31.6539866,76.5403633
Himachal Pradesh,Kangra,32.0768665,76.2985872
Himachal Pradesh,Kinnaur,31.593013,78.3281417
Himachal Pradesh,Kullu,31.9578974,77.1089232
Himachal Pradesh,Lahaul & Spiti,32.509934,77.0243657
Himachal Pradesh,Mandi,31.6516617,77.0092542
Himachal Pradesh,Shimla,31.1040393,77.1707923
Himachal Pradesh,Sirmaur,30.6991321,77.4465304
Himachal Pradesh,Solan,30.9077569,77.1023645
Himachal Pradesh,Una,31.5834642,76.2351452
Jammu & Kashmir,Anantnag,33.74611,75.1854475
Jammu & Kashmir,Awantipora,33.91891,75.01465
Jammu & Kashmir,Bandipora,34.4232433,74.635965
Jammu & Kashmir,Baramulla,34.2086903,74.343498
Jammu & Kashmir,Budgam,33.9098746,74.6270357
Jammu & Kashmir,Crime Jammu,34.0714255,74.8032176
Jammu & Kashmir,Crime Srinagar,34.0714255,74.8032176
Jammu & Kashmir,Doda,33.1341373,75.587915
Jammu & Kashmir,Ganderbal,34.2889322,75.0407983
Jammu & Kashmir,Handwara,34.3993139,74.2827396
Jammu & Kashmir,Jammu,32.7185614,74.8580917
Jammu & Kashmir,Kargil,32.7045476,74.871206
Jammu & Kashmir,Kathua,32.3765524,75.5243044
Jammu & Kashmir,Kishtwar,33.61562,75.8793972
Jammu & Kashmir,Kulgam,33.6446899,75.0188432
Jammu & Kashmir,Kupwara,34.5140696,74.191367
Jammu & Kashmir,Leh,34.0861163,74.8233795
Jammu & Kashmir,Poonch,33.7670004,74.0957143
Jammu & Kashmir,Pulwama,33.9490472,75.0418335
Jammu & Kashmir,Rajouri,33.3772495,74.3132332
Jammu & Kashmir,Ramban,33.2116371,75.2050989
Jammu & Kashmir,Reasi,33.0691032,74.8378698
Jammu & Kashmir,Samba,32.5759118,75.1203446
Jammu & Kashmir,Shopian,33.718807,74.8333311
Jammu & Kashmir,Sopore,34.2850498,74.4639353
Jammu & Kashmir,Srinagar,34.0747444,74.8204443
Jammu & Kashmir,Udhampur,32.9219726,75.1331482
Jharkhand,Bokaro,23.6991279,85.9910689
Jharkhand,Chaibasa,22.5483518,85.8188876
Jharkhand,Chatra,24.1062316,84.8623379
Jharkhand,Deoghar,24.4898318,86.6990182
Jharkhand,Dhanbad,23.7952809,86.4309638
Jharkhand,Dumka,24.2677937,87.2485495
Jharkhand,Garhwa,24.053577,83.6526818
Jharkhand,Giridih,24.3314546,86.1548117
Jharkhand,Godda,24.8645886,87.2984838
Jharkhand,Gumla,23.1603759,84.4599565
Jharkhand,Hazaribagh,24.0866962,85.4912231
Jharkhand,Jamshedpur,22.8015194,86.2029579
Jharkhand,Jamtara,23.9801639,86.9243637
Jharkhand,Khunti,22.9281801,85.2814475
Jharkhand,Koderma,24.4931239,85.5560811
Jharkhand,Latehar,23.6880057,84.4969551
Jharkhand,Lohardaga,23.4770044,84.6986684
Jharkhand,Pakur,24.5325908,87.593232
Jharkhand,Palamu,24.2212983,84.1725565
Jharkhand,Ramgarh,23.693479,85.5215989
Jharkhand,Ranchi,23.3700501,85.3250387
Jharkhand,Sahebganj,25.0320437,87.691764
Jharkhand,Saraikela,22.7464225,85.9168929
Jharkhand,Simdega,22.5904573,84.5464805
Karnataka,Bagalkot,16.1793224,75.6999315
Karnataka,Ballari,15.3483166,76.8054883
Karnataka,Belagavi City,15.8572666,74.5069343
Karnataka,Belagavi District,16.1587846,74.888862
Karnataka,Bengaluru City,13.0222347,77.5671832
Karnataka,Bengaluru District,13.0222347,77.5671832
Karnataka,Bidar,18.0207297,77.2487204
Karnataka,Chamarajnagar,11.8073312,76.6923569
Karnataka,Chikkaballapura,13.5897941,77.778793
Karnataka,Chikkamagaluru,13.4058699,75.638758
Karnataka,Chitradurga,14.3049174,76.5296667
Karnataka,Dakshina Kannada,12.8226434,75.2265036
Karnataka,Davanagere,14.2558835,75.8303421
Karnataka,Dharwad,15.3707296,75.1332867
Karnataka,Gadag,15.416692,75.6815801
Karnataka,Hassan,13.0301852,76.1744968
Karnataka,Haveri,14.7180268,75.3656423
Karnataka,K.G.F.,13.0812545,78.3588533
Karnataka,Kalaburgi,16.8999182,77.0567566
Karnataka,Kodagu,12.3827332,75.6640715
Karnataka,Kolar,13.1805066,78.2669329
Karnataka,Koppal,15.5748238,76.3118494
Karnataka,Mandya,12.6368939,76.7275477
Karnataka,Mangaluru City,12.8698101,74.8430082
Karnataka,Mysuru City,12.3051828,76.6553609
Karnataka,Mysuru District,12.1968318,76.6120468
Karnataka,Raichur,16.0547194,76.9003647
Karnataka,Ramanagara,12.720006,77.3184199
Karnataka,Shimoga,14.0556503,75.2380553
Karnataka,Tumakuru,13.4192512,76.8810004
Karnataka,Udupi,13.5269784,74.8731879
Karnataka,Uttara Kannada,14.7253795,74.6403389
Karnataka,Vijayapura,16.814415,75.8933856
Karnataka,Yadgiri,16.7633571,77.1384994
Kerala,Alapuzha,9.5649344,76.5444815
Kerala,Ernakulam Rural,10.1000756,76.3574874
Kerala,Idukki,9.8154785,76.9991599
Kerala,Kannur,11.8763836,75.3737973
Kerala,Kasargod,12.4914722,74.9877613
Kerala,Kollam Rural,8.9989381,76.7732344
Kerala,Kottayam,9.6287383,76.6455326
Kerala,Kozhikode Rural,11.252788,75.7905332
Kerala,Malappuram,11.1065685,76.1101742
Kerala,Palakkad,10.7873692,76.4742172
Kerala,Pathanamthitta,9.2780841,76.9737443
Kerala,Thrissur Rural,10.5214758,76.1899913
Kerala,Trivandrum Rural,8.6981873,76.8154234
Kerala,Wayanadu,10.8942004,75.927851
Lakshadweep,Lakshadweep,10.8132489,73.6804621
Madhya Pradesh,Agar,23.7913656,77.0768305
Madhya Pradesh,Alirajpur,22.2859525,74.3545628
Madhya Pradesh,Anuppur,23.0346179,81.7510255
Madhya Pradesh,Ashok Nagar,24.5792434,77.7279725
Madhya Pradesh,Balaghat,21.8611589,80.3237105
Madhya Pradesh,Barwani,21.7514248,74.8915957
Madhya Pradesh,Betul,21.8797472,77.8753651
Madhya Pradesh,Bhind,26.3518828,78.6863189
Madhya Pradesh,Bhopal,23.2584857,77.401989
Madhya Pradesh,Burhanpur,21.334867,76.3708803
Madhya Pradesh,Chhatarpur,24.7606089,79.6781776
Madhya Pradesh,Chhindwara,22.2071897,78.798833
Madhya Pradesh,Damoh,23.7981005,79.5419356
Madhya Pradesh,Datia,25.9182947,78.6644962
Madhya Pradesh,Dewas,22.8057498,76.2940408
Madhya Pradesh,Dhar,22.5786572,75.2258637
Madhya Pradesh,Dindori,22.9070871,80.8846924
Madhya Pradesh,Guna,24.5001772,77.2600959
Madhya Pradesh,Gwalior,26.2037247,78.1573628
Madhya Pradesh,Harda,22.2427973,77.1179173
Madhya Pradesh,Hoshangabad,22.7545538,77.7198249
Madhya Pradesh,Indore,22.7203616,75.8681996
Madhya Pradesh,Jabalpur,23.1701522,79.9324505
Madhya Pradesh,Jhabua,22.8869652,74.7243249
Madhya Pradesh,Katni,23.7176393,80.2610181
Madhya Pradesh,Khandwa,21.9769779,76.5675344
Madhya Pradesh,Khargone,21.9544729,75.7521248
Madhya Pradesh,Mandla,22.6871074,80.5816341
Madhya Pradesh,Mandsaur,24.2628148,75.385692
Madhya Pradesh,Morena,26.3849794,77.8612721
Madhya Pradesh,Narsinghpur,22.934556,79.0867849
Madhya Pradesh,Neemuch,24.6305517,75.1829
Madhya Pradesh,Panna,24.4498931,80.1462723
Madhya Pradesh,Raisen,23.2675909,78.1727134
Madhya Pradesh,Rajgarh,23.8716707,76.7744703
Madhya Pradesh,Ratlam,23.50222,74.9551534
Madhya Pradesh,Rewa,24.7560846,81.3810574
Madhya Pradesh,Sagar,23.8083076,78.758254
Madhya Pradesh,Satna,24.6954445,80.7770348
Madhya Pradesh,Sehore,23.1150041,77.0665356
Madhya Pradesh,Seoni,22.2748109,79.7202522
Madhya Pradesh,Shahdol,23.3002343,81.364771
Madhya Pradesh,Shajapur,23.4171002,76.6074794
Madhya Pradesh,Sheopur,25.7499267,76.9212945
Madhya Pradesh,Shivpuri,25.3741215,77.8278866
Madhya Pradesh,Sidhi,24.2112687,81.7000415
Madhya Pradesh,Singrauli,24.2431343,82.3827672
Madhya Pradesh,Tikamgarh,24.8552105,79.0472546
Madhya Pradesh,Ujjain,23.1885131,75.7716562
Madhya Pradesh,Umaria,23.6431837,80.9419078
Madhya Pradesh,Vidisha,23.8463004,77.8370209
Maharashtra,Ahmednagar,19.092952,74.7493451
Maharashtra,Akola,20.7618122,77.1921157
Maharashtra,Amravati Rural,21.4564599,78.2268091
Maharashtra,Aurangabad Rural,19.8993677,75.3530128
Maharashtra,Beed,18.9918442,75.909784
Maharashtra,Bhandara,21.1225869,79.794509
Maharashtra,Buldhana,20.562845,76.4086986
Maharashtra,Chandrapur,20.0967555,79.5045475
Maharashtra,Dhule,21.1305215,74.4900614
Maharashtra,Gadchiroli,19.7590704,80.1622807
Maharashtra,Gondia,21.455228,80.1962729
Maharashtra,Hingoli,19.5431163,77.1739432
Maharashtra,Jalgaon,20.8428827,75.5261246
Maharashtra,Jalna,19.918833,75.8708599
Maharashtra,Kolhapur,16.7028412,74.2405329
Maharashtra,Latur,18.3553347,76.7548997
Maharashtra,Nagpur Rural,21.138207,78.8107311
Maharashtra,Nanded,19.0942729,77.4832628
Maharashtra,Nandurbar,21.5141622,74.5405513
Maharashtra,Navi Mumbai,19.0308262,73.0198537
Maharashtra,Osmanabad,18.2822454,76.0588166
Maharashtra,Palghar,19.757249,73.0931199
Maharashtra,Parbhani,19.2901981,76.6026443
Maharashtra,Pune Rural,18.5435175,73.8220743
Maharashtra,Raigad,18.4928092,73.138071
Maharashtra,Ratnagiri,17.2826079,73.4569787
Maharashtra,Sangli,17.1726928,74.5867654
Maharashtra,Satara,17.6361289,74.2982781
Maharashtra,Sindhudurg,16.1357193,73.6522086
Maharashtra,Wardha,20.8256231,78.6131455
Maharashtra,Washim,20.2874178,77.2369655
Maharashtra,Yavatmal,20.0638677,78.3565663
Manipur,Bishnupur,24.6267287,93.7600454
Manipur,C. I. D.,24.7208818,93.9229386
Manipur,Chandel,24.3312009,94.0011081
Manipur,Churachandpur,24.3468839,93.6994143
Manipur,Imphal East,24.8326698,94.0168859
Manipur,Imphal West,24.7590802,93.8617365
Manipur,Senapati,25.3933697,94.1501773
Manipur,Tamenglong,24.9858596,93.5039967
Manipur,Thoubal,24.6386954,93.996871
Manipur,Ukhrul,25.0978641,94.3610713
Meghalaya,Garo Hills East,25.5,90.5
Meghalaya,Garo Hills North,25.8619841,90.7017705
Meghalaya,Garo Hills South,25.518425,90.1842421
Meghalaya,Garo Hills South West,25.518425,90.1842421
Meghalaya,Garo Hills West,25.5201097,90.2187809
Meghalaya,Jaintia Hills East,25.584894,91.8751504
Meghalaya,Jaintia Hills West,25.2849089,92.1064094
Meghalaya,Khasi Hills East,25.5649963,91.8841484
Meghalaya,Khasi Hills West,25.5399654,91.4721652
Meghalaya,Ri-Bhoi,25.8764026,91.8567574
Mizoram,Aizawl,23.7277631,92.7179947
Mizoram,Champhai,23.6317319,93.3493185
Mizoram,Kolasib,24.1905469,92.7136595
Mizoram,Lawngtlai,22.3913377,92.7397189
Mizoram,Lunglei,22.9519972,92.6336207
Mizoram,Mamit,23.7564387,92.4515374
Mizoram,Saiha,22.2876724,93.01336
Mizoram,Serchhip,23.3052514,92.8455124
Nagaland,Dimapur,25.9041378,93.7177609
Nagaland,Kiphire,25.8117088,94.8474036
Nagaland,Kohima,25.6618755,94.1019156
Nagaland,Longleng,26.5839315,94.8045481
Nagaland,Mokokchung,26.4795861,94.5105275
Nagaland,Mon,26.666667,95.0
Nagaland,Peren,25.4499691,93.6001738
Nagaland,Phek,25.6700924,94.3843925
Nagaland,Tuensang,26.2342107,94.741553
Nagaland,Wokha,26.242251,94.1921153
Nagaland,Zunheboto,26.0123803,94.5123719
Odisha,Angul,21.102538,84.9536825
Odisha,Balasore,21.5006421,86.919884
Odisha,Baragarh,21.3335004,83.6190492
Odisha,Berhampur,21.4930852,86.6327298
Odisha,Bhadrak,20.9854052,86.5934226
Odisha,Bolangir,20.7502257,83.2499464
Odisha,Boudh,20.6407463,83.9969704
Odisha,Cuttack,20.4686,85.8792
Odisha,Deogarh,21.5370786,84.7301184
Odisha,Dhenkanal,20.8351494,85.6022305
Odisha,Gajapati,19.1966026,84.1930634
Odisha,Ganjam,19.6090068,84.7080633
Odisha,Jagatsinghpur,20.2593872,86.1660878
Odisha,Jajpur,20.8746788,86.1215393
Odisha,Jharsuguda,21.8019368,83.9713964
Odisha,Kalahandi,19.8265757,83.0408702
Odisha,Kandhamal,20.1306939,84.0790476
Odisha,Kendrapara,20.5475164,86.5296168
Odisha,Keonjhar,21.5,85.5
Odisha,Khurda,20.1531141,85.7076331
Odisha,Koraput,18.7232023,82.6100596
Odisha,Malkangiri,18.2744685,81.9520316
Odisha,Mayurbhanj,21.9156338,86.3961824
Odisha,Nabarangpur,19.228896,82.5665715
Odisha,Nayagarh,20.2393682,85.050728
Odisha,Nuapada,20.5412657,82.5292352
Odisha,Puri,19.8076083,85.8252538
Odisha,Rayagada,19.4426698,83.5873053
Odisha,Rourkela,22.2309255,84.8678705
Odisha,Sambalpur,21.5570606,84.1528515
Odisha,Sonepur,20.8453864,83.909083
Odisha,Sundargarh,22.0605153,83.9359154
Puducherry,Karaikal,10.91571,79.8375761
Puducherry,Puducherry,11.9340568,79.8306447
Punjab,Barnala,30.3716802,75.5039887
Punjab,Batala,31.8193025,75.1999941
Punjab,Bathinda,30.1794814,75.0471098
Punjab,CP Amritsar,31.6356659,74.8787496
Punjab,CP Jalandhar,31.3323762,75.576889
Punjab,CP Ludhiana,30.9090157,75.851601
Punjab,Faridkot,30.6014507,74.7950176
Punjab,Fatehgarh Sahib,30.6634042,76.3803
Punjab,Fazilka,30.3198406,74.1217943
Punjab,Ferozepur,30.6839733,76.3594033
Punjab,Gurdaspur,31.9037264,75.2275587
Punjab,Hoshiarpur,31.6092942,75.8459754
Punjab,Kapurthala,31.3856476,75.3053304
Punjab,Khanna,30.700625,76.2220763
Punjab,Mansa,29.8764133,75.4889564
Punjab,Moga,30.7877554,75.159359
Punjab,Muktsar,30.4692,74.5182
Punjab,Pathankot,32.3021899,75.6589406
Punjab,Patiala,30.2092778,76.3397231
Punjab,Ropar,30.9688367,76.526088
Punjab,SAS Nagar,30.6904366,76.7116208
Punjab,SBS Nagar,30.8260412,75.1989654
Punjab,Sangrur,30.135717,75.8533326
Punjab,Tarn Taran,31.3212453,74.8416687
Rajasthan,Ajmer,26.4691,74.639
Rajasthan,Alwar,27.4140049,76.6170387
Rajasthan,Banswara,23.4915047,74.3502172
Rajasthan,Baran,24.9208165,76.6821985
Rajasthan,Barmer,25.5814853,71.1924922
Rajasthan,Bharatpur,27.0246959,77.2920116
Rajasthan,Bhilwara,25.470994,74.6961316
Rajasthan,Bikaner,28.0159286,73.3171367
Rajasthan,Bundi,25.4367659,75.7361471
Rajasthan,Chittorgarh,24.7171578,74.4718129
Rajasthan,Churu,28.2047781,74.6912996
Rajasthan,Dausa,26.8048659,76.4437457
Rajasthan,Dholpur,26.7010642,77.896749
Rajasthan,Dungarpur,23.8538893,73.7087177
Rajasthan,Ganganagar,25.9061389,76.4815499
Rajasthan,Hanumangarh,29.3659533,74.298429
Rajasthan,Jaipur East,28.5878849,77.2519283
Rajasthan,Jaipur North,12.9697099,77.6368108
Rajasthan,Jaipur Rural,20.8735288,79.0305108
Rajasthan,Jaipur South,28.5086512,77.1959423
Rajasthan,Jaipur West,26.9178997,75.7529805
Rajasthan,Jaisalmer,27.0264162,70.777512
Rajasthan,Jalore,25.2093482,72.3178889
Rajasthan,Jhalawar,24.3132368,76.5221078
Rajasthan,Jhunjhunu,28.0798944,75.5424211
Rajasthan,Jodhpur East,12.9571357,77.7458193
Rajasthan,Jodhpur Rural,17.743405,83.2323494
Rajasthan,Jodhpur West,22.5022908,88.3575307
Rajasthan,Karauli,26.5158329,77.0565965
Rajasthan,Kota City,25.1737019,75.8574194
Rajasthan,Kota Rural,12.9660423,77.794209
Rajasthan,Nagaur,26.9873443,73.7389011
Rajasthan,Pali,25.4552211,73.419389
Rajasthan,Pratapgarh,24.0232221,74.6250275
Rajasthan,Rajsamand,25.2892459,73.8241077
Rajasthan,Sawai Madhopur,26.2290186,76.3043561
Rajasthan,Sikar,27.6624156,75.0279971
Rajasthan,Sirohi,24.8114047,72.8300257
Rajasthan,Tonk,26.1223198,75.6632235
Rajasthan,Udaipur,24.578721,73.6862571
Sikkim,East,27.5858069,88.1101127
Sikkim,North,27.666667,88.5
Sikkim,South,27.6922768,88.1540142
Sikkim,West,27.9820852,88.6848163
Tamil Nadu,Ariyalur,11.1530559,79.2585797
Tamil Nadu,Chennai,13.0836939,80.270186
Tamil Nadu,Coimbatore,11.0018115,76.9628425
Tamil Nadu,Coimbatore City,11.0018115,76.9628425
Tamil Nadu,Cuddalore,11.5202071,79.3396356
Tamil Nadu,Dharmapuri,12.1456131,78.1132217
